dir,pong_x,pong_y,bot_x,quality,win
1,4,949,705,-244,False
-1,246,656,-63,-719,False
1,712,164,592,428,True
1,447,837,920,83,False
1,378,276,304,28,False
1,259,350,268,-82,False
1,987,642,752,110,True
1,235,608,243,-365,False
0,881,691,622,-69,True
-1,375,114,368,254,False
1,676,848,379,-469,False
-1,387,587,101,-486,False
1,599,395,829,434,False
1,298,897,650,-247,False
-1,543,611,-28,-639,True
-1,752,951,390,-561,True
-1,510,185,53,-132,True
-1,982,319,230,-89,True
-1,717,192,373,181,True
-1,612,546,500,-46,True
1,402,204,900,696,False
-1,201,633,305,-328,False
1,421,644,576,-68,False
0,641,118,63,-55,True
-1,474,434,664,230,True
1,518,613,124,-489,False
1,252,448,365,-83,False
0,498,336,309,-27,False
0,22,815,215,-600,False
-1,707,364,291,-73,True
-1,321,65,111,46,False
-1,789,50,530,480,True
0,787,726,199,-527,True
1,289,221,1012,791,False
0,317,813,225,-588,False
-1,723,376,590,214,True
0,780,112,720,608,True
0,661,943,248,-695,True
1,437,546,495,-51,False
-1,229,982,546,-436,False
0,604,610,465,-145,True
0,119,751,895,144,False
-1,42,87,-68,-155,False
0,571,148,485,337,False
0,887,67,113,46,True
1,379,35,342,307,False
0,635,957,959,2,True
0,413,697,119,-578,False
1,835,130,834,704,True
1,678,167,363,196,True
-1,794,38,642,604,True
1,723,254,295,41,True
0,760,589,349,-240,True
1,855,101,946,845,True
0,988,978,212,-766,True
-1,234,663,-10,-673,False
0,784,797,126,-671,True
1,982,863,263,-600,True
1,523,197,440,243,False
-1,946,47,249,202,True
-1,144,819,272,-547,False
1,264,310,878,568,False
-1,327,607,-15,-622,False
-1,973,616,846,230,True
0,724,272,774,502,True
-1,68,52,640,588,False
1,250,186,547,361,False
1,690,218,643,425,True
1,581,850,604,-246,False
0,410,76,673,597,False
0,879,305,133,-172,True
-1,424,689,345,-344,False
0,514,206,377,171,False
-1,137,606,17,-589,False
0,450,233,65,-168,False
1,637,14,443,429,True
1,497,848,1091,243,False
0,36,91,927,836,False
-1,639,998,349,-649,True
1,816,927,590,-337,True
0,458,201,76,-125,False
-1,83,930,427,-503,False
1,939,71,991,920,True
0,430,430,713,283,False
-1,784,339,806,467,True
1,491,622,211,-411,False
0,41,340,161,-179,False
-1,370,700,457,-243,False
0,175,592,99,-493,False
1,167,926,805,-121,False
0,904,905,896,-9,True
1,813,380,987,607,True
-1,925,735,50,-685,True
-1,747,953,10,-943,True
1,607,595,904,309,False
-1,342,549,833,284,False
-1,676,685,263,-422,True
1,622,425,239,-186,False
-1,702,947,838,-109,True
1,491,864,922,58,False
0,589,16,416,400,False
0,784,892,97,-795,True
1,237,988,896,-92,False
1,905,998,566,-432,True
-1,426,264,20,-244,False
0,91,577,77,-500,False
1,505,625,301,-324,False
0,927,490,355,-135,True
1,521,42,756,714,False
0,191,208,678,470,False
0,429,953,749,-204,False
-1,70,950,473,-477,False
-1,416,367,246,-121,False
0,318,437,898,461,False
-1,954,707,562,-145,True
1,534,108,819,711,False
1,737,535,896,361,True
0,491,110,69,-41,False
-1,316,156,378,222,False
-1,639,275,755,480,True
0,845,680,702,22,True
1,101,751,908,157,False
-1,681,922,454,-468,True
-1,729,552,873,321,True
1,453,929,933,4,False
-1,177,842,206,-636,False
1,17,810,429,-381,False
0,582,783,687,-96,True
1,167,384,995,611,False
1,436,570,425,-145,False
0,389,42,957,915,False
-1,860,327,558,231,True
1,46,265,1002,737,False
1,831,448,489,41,True
1,19,607,343,-264,False
-1,523,438,88,-350,True
-1,781,687,800,113,True
1,927,959,685,-274,True
0,211,620,712,92,False
-1,359,528,-90,-618,False
0,465,320,890,570,False
1,183,555,351,-204,False
0,961,975,904,-71,True
1,863,380,899,519,True
0,464,338,249,-89,False
1,916,24,859,835,True
1,949,767,263,-504,True
0,778,473,333,-140,True
0,524,246,552,306,False
1,979,452,484,32,True
-1,41,370,637,267,False
-1,138,521,630,109,False
-1,378,656,289,-367,False
0,871,566,174,-392,True
0,151,832,378,-454,False
-1,448,992,842,-150,False
-1,19,338,200,-138,False
0,135,337,960,623,False
-1,748,865,151,-714,True
1,332,506,224,-282,False
0,172,171,921,750,False
-1,426,584,166,-418,False
1,462,214,730,516,False
-1,126,230,149,-81,False
1,23,855,824,-31,False
1,568,896,949,53,False
-1,966,105,-98,-203,True
-1,49,278,524,246,False
-1,555,339,-85,-424,True
-1,647,313,295,-18,True
-1,323,970,202,-768,False
-1,515,353,452,99,True
1,873,59,813,754,True
1,265,151,839,688,False
0,302,730,12,-718,False
0,772,821,8,-813,True
0,213,180,495,315,False
-1,655,660,659,-1,True
-1,986,309,714,405,True
-1,66,37,257,220,False
0,341,750,18,-732,False
1,58,920,597,-323,False
1,126,787,1051,264,False
-1,842,7,811,804,True
0,590,401,980,579,True
-1,974,804,867,63,True
0,96,591,638,47,False
0,167,26,783,757,False
-1,216,149,224,75,False
0,580,366,295,-71,True
1,334,290,877,587,False
-1,321,968,683,-285,False
1,100,1,1096,1095,False
-1,135,344,222,-122,False
1,280,19,267,248,False
0,559,779,675,-104,True
-1,429,678,528,-150,False
0,143,795,773,-22,False
-1,677,694,873,179,True
1,206,728,506,-222,False
1,929,131,352,221,True
1,260,308,982,674,False
1,105,54,295,241,False
-1,976,428,6,-422,True
-1,444,497,844,347,False
1,26,807,540,-267,False
0,452,238,600,362,False
-1,861,859,834,-25,True
0,920,635,708,73,True
-1,449,210,-28,-238,True
1,532,441,170,-271,False
-1,704,639,850,211,True
1,427,710,237,-473,False
-1,737,691,832,141,True
-1,375,113,521,408,False
1,774,183,321,138,True
1,666,402,118,-284,True
0,163,705,23,-682,False
-1,789,253,560,307,True
0,228,197,349,152,False
1,21,388,304,-84,False
-1,193,156,-26,-182,False
0,904,210,363,153,True
1,609,25,705,680,False
1,998,958,772,-186,True
-1,305,832,804,-28,False
-1,501,685,605,-80,True
0,178,541,201,-340,False
1,83,749,421,-328,False
1,821,550,335,-215,True
1,808,172,986,814,True
1,683,81,168,87,False
0,599,756,76,-680,True
0,901,438,258,-180,True
1,1,583,1027,444,False
-1,928,660,290,-370,True
-1,331,877,348,-529,False
0,148,389,158,-231,False
0,109,449,364,-85,False
-1,960,869,-18,-887,True
-1,701,120,207,87,True
-1,172,384,343,-41,False
0,494,891,153,-738,False
1,734,132,437,305,True
-1,962,506,187,-319,True
0,769,92,264,172,True
0,253,646,554,-92,False
-1,833,481,659,178,True
-1,463,790,340,-450,False
-1,583,82,-46,-128,True
-1,323,786,439,-347,False
1,498,828,648,-180,False
-1,789,395,-34,-429,True
1,269,991,447,-544,False
-1,769,317,724,407,True
-1,740,932,28,-904,True
0,718,781,329,-452,True
0,521,7,968,961,False
0,226,762,592,-170,False
1,634,760,521,-239,True
-1,578,56,254,198,True
0,590,371,751,380,True
-1,585,953,670,-283,True
1,446,142,235,93,False
-1,52,86,779,693,False
0,97,382,468,86,False
0,880,884,627,-257,True
-1,273,959,494,-465,False
1,910,203,392,189,True
-1,507,472,51,-421,True
0,657,716,985,269,True
1,149,903,757,-146,False
-1,38,456,444,-12,False
0,663,492,856,364,True
1,428,391,602,211,False
-1,470,304,198,-106,True
0,66,961,367,-594,False
-1,355,175,823,648,False
1,611,958,349,-609,False
-1,671,665,36,-629,True
1,697,21,919,898,True
0,236,545,875,330,False
1,616,72,114,42,False
0,125,106,776,670,False
1,54,911,142,-769,False
1,339,413,618,205,False
0,987,872,896,24,True
0,185,454,362,-92,False
0,788,819,206,-613,True
-1,350,350,879,529,False
-1,835,659,372,-287,True
1,96,813,894,81,False
-1,890,926,453,-473,True
-1,434,787,233,-554,False
1,681,860,754,-106,True
-1,149,447,93,-354,False
0,120,928,543,-385,False
-1,929,814,352,-462,True
0,659,666,989,323,True
1,53,494,863,369,False
0,85,683,486,-197,False
0,206,362,213,-149,False
0,377,560,222,-338,False
1,153,242,694,452,False
-1,51,844,541,-303,False
-1,784,399,570,171,True
0,16,840,158,-682,False
0,981,294,709,415,True
-1,266,864,261,-603,False
-1,896,775,96,-679,True
-1,613,925,846,-79,True
-1,571,814,315,-499,True
0,716,962,254,-708,True
-1,27,24,349,325,False
-1,286,750,576,-174,False
0,432,862,103,-759,False
-1,708,591,580,-11,True
0,714,867,54,-813,True
-1,891,18,882,864,True
0,595,256,451,195,True
0,226,558,115,-443,False
0,855,870,980,110,True
0,444,281,19,-262,False
1,566,78,255,177,False
1,336,83,224,141,False
1,168,484,1046,562,False
1,8,441,719,278,False
-1,940,238,720,482,True
1,946,276,647,371,True
0,728,881,309,-572,True
0,684,639,728,89,True
1,926,639,153,-486,True
-1,508,451,349,-102,True
1,118,106,864,758,False
1,245,231,1050,819,False
-1,316,894,-37,-931,False
0,249,436,742,306,False
1,70,512,150,-362,False
-1,990,820,159,-661,True
-1,301,60,26,-34,False
1,735,293,580,287,True
-1,414,609,562,-47,False
1,31,817,693,-124,False
0,411,237,536,299,False
0,582,80,232,152,True
0,984,754,115,-639,True
-1,328,241,638,397,False
0,845,266,154,-112,True
1,972,739,849,110,True
-1,543,701,455,-246,True
1,239,557,108,-449,False
1,447,840,981,141,False
0,443,584,468,-116,False
1,894,397,211,-186,True
1,207,598,1044,446,False
1,376,131,440,309,False
1,726,561,957,396,True
-1,451,472,125,-347,False
-1,4,222,822,600,False
1,108,824,592,-232,False
0,360,286,316,30,False
-1,565,348,-72,-420,True
0,745,675,414,-261,True
0,517,241,713,472,False
1,28,473,968,495,False
1,723,181,362,181,True
-1,347,927,556,-371,False
-1,623,333,316,-17,True
0,272,985,507,-478,False
0,78,655,257,-398,False
-1,565,419,504,85,True
-1,113,441,518,77,False
0,977,92,22,-70,True
0,467,278,470,192,False
0,560,377,545,168,False
0,69,954,528,-426,False
1,102,173,1068,895,False
-1,646,754,272,-482,True
1,164,664,231,-433,False
0,723,717,856,139,True
-1,701,208,157,-51,True
1,51,292,733,441,False
-1,335,211,-73,-284,False
0,729,975,605,-370,True
-1,141,78,792,714,False
0,815,765,34,-731,True
-1,808,85,604,519,True
1,918,550,406,-144,True
-1,89,491,498,7,False
1,407,846,828,-18,False
0,840,774,570,-204,True
1,739,630,783,153,True
1,189,661,755,94,False
-1,616,20,-36,-56,True
-1,977,963,865,-98,True
-1,15,161,754,593,False
-1,935,557,-6,-563,True
0,566,810,833,23,False
0,913,763,595,-168,True
-1,89,257,-8,-265,False
-1,204,940,633,-307,False
1,495,383,652,269,False
1,988,462,153,-309,True
0,47,561,557,-4,False
-1,643,157,403,246,True
1,761,35,524,489,True
-1,639,5,787,782,True
0,23,109,106,-3,False
-1,693,498,-22,-520,True
1,775,128,683,555,True
-1,745,258,-9,-267,True
-1,800,471,513,42,True
0,420,209,405,196,False
0,51,851,13,-838,False
0,530,330,351,21,True
1,965,553,824,271,True
0,529,74,250,176,True
0,834,898,172,-726,True
-1,234,87,-63,-150,False
0,47,579,956,377,False
-1,461,861,-66,-927,False
-1,192,663,722,59,False
0,676,332,807,475,True
1,177,404,259,-145,False
0,775,93,688,595,True
-1,816,392,-66,-458,True
-1,736,541,33,-508,True
1,742,848,395,-453,True
0,514,594,669,75,False
-1,571,91,709,618,True
-1,122,984,251,-733,False
0,204,872,660,-212,False
0,475,777,619,-158,False
1,492,878,153,-725,False
1,173,816,902,86,False
1,861,442,1095,653,True
1,957,824,213,-611,True
0,500,618,741,123,False
-1,532,851,21,-830,True
0,235,428,918,490,False
-1,812,629,278,-351,True
0,262,834,743,-91,False
0,862,614,827,213,True
1,218,576,485,-91,False
1,374,6,190,184,False
0,344,101,913,812,False
0,160,943,490,-453,False
-1,968,388,185,-203,True
0,520,696,82,-614,False
-1,644,63,-33,-96,True
1,492,626,200,-426,False
1,789,608,405,-203,True
0,847,131,483,352,True
0,115,588,160,-428,False
1,43,499,203,-296,False
0,648,650,591,-59,True
0,328,484,245,-239,False
0,25,777,511,-266,False
1,416,1000,294,-706,False
-1,922,831,519,-312,True
0,356,430,3,-427,False
0,143,642,631,-11,False
1,574,61,740,679,False
0,656,884,830,-54,True
-1,189,555,13,-542,False
0,716,483,715,232,True
-1,808,341,495,154,True
0,962,899,669,-230,True
1,839,482,734,252,True
0,898,400,437,37,True
-1,161,130,190,60,False
-1,564,704,376,-328,True
0,397,113,813,700,False
-1,225,273,477,204,False
1,855,714,481,-233,True
-1,784,922,571,-351,True
0,657,392,996,604,True
1,68,790,678,-112,False
1,342,5,144,139,False
-1,623,917,778,-139,True
0,805,891,132,-759,True
0,931,454,783,329,True
-1,646,847,872,25,True
1,823,619,700,81,True
1,587,573,194,-379,False
0,905,834,569,-265,True
0,948,248,331,83,True
-1,989,312,385,73,True
0,549,575,521,-54,True
1,914,186,447,261,True
1,68,734,573,-161,False
-1,123,453,233,-220,False
1,904,676,1052,376,True
0,888,145,259,114,True
-1,562,685,766,81,True
0,829,710,796,86,True
-1,909,983,223,-760,True
-1,489,525,367,-158,False
0,747,399,448,49,True
1,87,979,163,-816,False
0,78,292,156,-136,False
0,443,458,857,399,False
0,968,545,499,-46,True
-1,543,390,139,-251,True
-1,35,730,343,-387,False
1,226,125,616,491,False
-1,662,903,-97,-1000,True
0,544,92,238,146,True
1,146,494,618,124,False
1,618,23,906,883,False
1,504,584,666,82,False
1,614,736,340,-396,False
1,714,138,116,-22,True
1,394,351,269,-82,False
-1,240,154,779,625,False
1,164,151,223,72,False
0,449,520,593,73,False
0,508,919,643,-276,False
0,777,639,659,20,True
1,834,409,870,461,True
0,305,237,959,722,False
-1,654,351,77,-274,True
1,716,798,1026,228,True
-1,992,564,580,16,True
0,502,687,873,186,False
1,908,31,240,209,True
0,122,691,557,-134,False
0,827,470,327,-143,True
-1,451,589,222,-367,True
-1,141,201,451,250,False
0,822,899,906,7,True
-1,323,230,351,121,False
1,777,150,993,843,True
0,857,456,948,492,True
0,320,557,69,-488,False
-1,61,833,54,-779,False
-1,577,857,541,-316,True
0,368,858,479,-379,False
0,81,267,750,483,False
-1,821,630,694,64,True
1,585,876,525,-351,False
1,625,558,1071,513,True
0,556,66,774,708,False
-1,704,921,508,-413,True
-1,634,519,764,245,True
1,348,352,959,607,False
-1,689,434,-86,-520,True
0,857,926,37,-889,True
-1,703,387,97,-290,True
1,337,662,923,261,False
0,800,623,461,-162,True
1,170,843,820,-23,False
1,103,784,261,-523,False
0,441,58,318,260,False
0,347,232,314,82,False
1,845,382,961,579,True
1,473,452,164,-288,False
1,52,616,716,100,False
1,926,973,565,-408,True
-1,878,283,125,-158,True
1,407,270,379,109,False
1,784,333,509,176,True
-1,171,172,479,307,False
1,447,808,208,-600,False
0,545,196,530,334,True
0,96,249,520,271,False
0,750,775,771,-4,True
1,991,188,301,113,True
0,611,184,79,-105,True
1,44,590,522,-68,False
0,647,229,2,-227,True
-1,783,925,623,-302,True
-1,485,356,557,201,True
1,526,435,688,253,False
1,689,533,564,31,True
-1,946,234,469,235,True
1,966,916,198,-718,True
-1,373,471,736,265,False
0,535,364,18,-346,False
0,255,357,219,-138,False
-1,53,66,604,538,False
0,586,363,692,329,True
1,301,66,1067,1001,False
0,239,859,349,-510,False
0,460,435,900,465,False
1,373,589,870,281,False
-1,218,236,315,79,False
1,411,302,628,326,False
1,82,981,265,-716,False
0,703,947,53,-894,True
0,800,445,105,-340,True
1,508,733,870,137,False
0,480,760,468,-292,False
-1,842,15,252,237,True
1,886,959,382,-577,True
0,511,316,102,-214,False
-1,298,471,-92,-563,False
1,275,851,980,129,False
0,689,82,990,908,True
0,65,304,153,-151,False
1,789,906,514,-392,True
1,255,981,386,-595,False
-1,35,705,202,-503,False
1,273,788,981,193,False
0,310,147,617,470,False
-1,99,454,420,-34,False
1,465,942,273,-669,False
1,849,677,1097,420,True
0,206,182,892,710,False
0,535,445,78,-367,False
-1,427,525,403,-122,False
-1,676,328,301,-27,True
-1,886,434,357,-77,True
1,85,844,141,-703,False
1,723,803,409,-394,True
-1,820,434,-25,-459,True
0,336,369,920,551,False
-1,564,365,-30,-395,True
-1,965,596,-2,-598,True
0,291,588,452,-136,False
0,883,936,746,-190,True
-1,253,659,669,10,False
-1,791,875,805,-70,True
1,861,632,775,143,True
-1,855,313,720,407,True
-1,87,373,220,-153,False
0,780,63,784,721,True
1,576,203,503,300,False
-1,293,287,166,-121,False
-1,655,616,499,-117,True
1,399,442,848,406,False
1,51,364,560,196,False
1,84,671,540,-131,False
1,603,20,113,93,False
1,889,109,688,579,True
0,240,666,731,65,False
0,57,418,239,-179,False
1,776,647,1037,390,True
1,83,748,746,-2,False
0,813,244,15,-229,True
-1,193,787,115,-672,False
-1,73,60,421,361,False
1,222,899,715,-184,False
0,340,361,727,366,False
-1,743,8,724,716,True
0,730,942,203,-739,True
0,392,686,714,28,False
0,503,906,728,-178,False
-1,159,147,185,38,False
-1,190,784,216,-568,False
0,461,416,868,452,False
1,813,823,929,106,True
0,884,360,846,486,True
-1,756,845,403,-442,True
1,353,465,537,72,False
1,225,89,1049,960,False
0,347,999,74,-925,False
0,588,355,585,230,True
-1,704,517,-32,-549,True
1,659,879,849,-30,True
0,561,293,408,115,True
-1,194,246,843,597,False
-1,449,234,199,-35,False
-1,372,739,721,-18,False
1,803,389,545,156,True
-1,983,561,645,84,True
0,382,765,443,-322,False
-1,262,271,146,-125,False
0,80,78,970,892,False
0,634,143,66,-77,True
1,958,316,540,224,True
-1,753,481,525,44,True
1,919,220,260,40,True
0,623,882,762,-120,True
0,275,427,116,-311,False
1,385,420,391,-29,False
-1,377,846,347,-499,False
1,84,577,211,-366,False
-1,226,46,595,549,False
0,796,872,790,-82,True
1,766,741,830,89,True
1,22,993,582,-411,False
1,621,152,316,164,False
1,981,984,755,-229,True
-1,841,397,752,355,True
1,574,385,992,607,False
-1,944,64,311,247,True
-1,586,137,-23,-160,True
-1,147,141,445,304,False
0,238,717,34,-683,False
1,124,614,277,-337,False
1,862,338,696,358,True
0,880,541,639,98,True
0,247,566,609,43,False
0,516,694,639,-55,False
1,180,347,276,-71,False
0,713,560,336,-224,True
0,901,793,249,-544,True
0,642,303,643,340,True
1,998,104,189,85,True
1,234,132,122,-10,False
0,211,480,618,138,False
1,376,978,851,-127,False
0,365,496,358,-138,False
1,222,336,783,447,False
1,304,669,533,-136,False
-1,468,810,603,-207,False
0,401,166,74,-92,False
-1,590,325,14,-311,True
-1,509,557,442,-115,True
-1,658,91,755,664,True
-1,917,243,892,649,True
0,800,964,496,-468,True
0,828,734,992,258,True
0,232,396,562,166,False
1,181,707,1011,304,False
-1,693,131,889,758,True
-1,755,594,-77,-671,True
-1,332,716,356,-360,False
1,633,778,413,-365,False
1,616,848,204,-644,False
